Name,Description,URL,Language,Updated
go-tetris,Tetris implemented in Go using the ebiten engine.,https://api.github.com/repos/TheBakedPotato/go-tetris,Go,2019-06-13T06:32:12Z
Tetris99Bot-C,Tetris99Bot的C++版本,https://api.github.com/repos/mk014/Tetris99Bot-C,C++,2019-10-17T07:50:49Z
nand2tetris_projects,my nand2tetris homework ,https://api.github.com/repos/ccckmit/nand2tetris_projects,Assembly,2018-11-29T08:31:50Z
nand2tetris,http://www.nand2tetris.org/,https://api.github.com/repos/benmoss/nand2tetris,Assembly,2016-11-30T05:52:10Z
tetris,Tetris written in NuclearJS,https://api.github.com/repos/jordangarcia/tetris,CSS,2017-05-10T16:46:00Z
retetris,Tetris made in ReasonML,https://api.github.com/repos/rdavison/retetris,OCaml,2019-10-02T21:04:03Z
githubTutorial_ConsoleTetris,,https://api.github.com/repos/JJinIT/githubTutorial_ConsoleTetris,C++,2019-04-12T02:24:59Z
mimstris,A falling block puzzle game created using React and Redux.,https://api.github.com/repos/mimshwright/mimstris,JavaScript,2019-09-19T00:19:17Z
Tetrhythm,Tetris + rhythm !!!!!,https://api.github.com/repos/Oshiumi/Tetrhythm,C++,2015-09-19T02:57:58Z
SpeedBlocks-server,Server for SpeedBlocks - fast paced tetris game,https://api.github.com/repos/kroyee/SpeedBlocks-server,C++,2019-06-19T08:15:01Z
console-tetris,"A command line implementation of Tetris, written in Clojure.",https://api.github.com/repos/netb258/console-tetris,Clojure,2019-08-15T14:51:57Z
tetrispuzzlesolver,Solves sigil puzzles found in The Talos Principle and Sigils of Elohim.,https://api.github.com/repos/adolfintel/tetrispuzzlesolver,Java,2019-09-18T21:00:18Z
tetris,Re-ordering algorithm for structural sparsity in neural networks,https://api.github.com/repos/CRAFT-THU/tetris,Python,2019-04-15T03:55:03Z
tetris,,https://api.github.com/repos/gold-mir/tetris,JavaScript,2018-04-02T20:58:17Z
tetris,"Tetris game written in HTML5 + CSS3 + jQuery. This WebApp is a ""Responsive Web Design"" (RWD) website. ",https://api.github.com/repos/luciopanepinto/tetris,JavaScript,2018-11-26T20:22:21Z
vim-nand2tetris-syntax,Vim syntax files for the ad-hoc languages in Nand2Tetris (Elements of Computing Systems),https://api.github.com/repos/sevko/vim-nand2tetris-syntax,Vim script,2019-08-23T15:21:11Z
jetris,Jetris - A Java-Based Tetris Clone,https://api.github.com/repos/devng/jetris,Java,2019-04-07T16:40:49Z
tetris-ai,🐒 Evolving Tetris AI based on genetic algorithms,https://api.github.com/repos/mzmousa/tetris-ai,JavaScript,2019-08-07T07:38:21Z
Tetris,My first project using C++,https://api.github.com/repos/milon/Tetris,C++,2019-03-18T15:20:22Z
Tetris,一个简单易用的俄罗斯方块模块,https://api.github.com/repos/ykaidong/Tetris,C,2019-02-13T15:53:15Z
demo-phaser-tetris,Phaser Demo Game - Tetris,https://api.github.com/repos/nixsolutions/demo-phaser-tetris,JavaScript,2019-10-14T18:34:07Z
Tetrjs,HTML5 Canvas-based Tetris driven by Object-Oriented Javascript,https://api.github.com/repos/jennazee/Tetrjs,JavaScript,2018-12-24T14:43:24Z
tetris,Tetris in Smalltalk.,https://api.github.com/repos/paoloboschini/tetris,Smalltalk,2014-01-18T05:40:21Z
vim-games,"vim games: tetris, sokoban and sudoku",https://api.github.com/repos/jmanoel7/vim-games,VimL,2018-09-14T04:44:23Z
gotermtris,Tetris in Terminal,https://api.github.com/repos/rDybing/gotermtris,Go,2019-09-22T05:48:18Z
GiantTetris,Melbourne Giant Tetris Build,https://api.github.com/repos/uberspaceguru/GiantTetris,Python,2014-09-20T14:58:23Z
elm-tetris,"Tetris in the functional, front-end language, Elm",https://api.github.com/repos/ashishsc/elm-tetris,Elm,2018-11-29T07:51:12Z
Tactris,Tetris-like game,https://api.github.com/repos/DonSinDRom/Tactris,JavaScript,2018-07-11T03:52:38Z
Red-Tetris,":video_game:  Multiplayer Tetris game using node, react and redux",https://api.github.com/repos/Lcharvol/Red-Tetris,JavaScript,2019-05-05T21:21:30Z
tetris-tutorial,Tutorial sobre como crear un clon del Tetris para Android / iOS usando Libgdx,https://api.github.com/repos/rubenjgarcia/tetris-tutorial,Groovy,2016-04-19T20:37:44Z
tetris-allegro,Game in C++ made with Allegro library. Just another one Tetris.,https://api.github.com/repos/Lifka/tetris-allegro,C++,2019-10-23T09:18:34Z
nand2tetris,my solutions for the nand2tetris course projects,https://api.github.com/repos/mmmries/nand2tetris,Assembly,2019-09-16T07:49:10Z
Tetroggleable,DBC Final Project: Tetris action with Boggle words and Scrabble scoring,https://api.github.com/repos/woolly-bear-caterpillars-2014/Tetroggleable,JavaScript,2014-10-29T15:33:35Z
gba-tetris,Tetris for the Game Boy Advance. Spring 2012.,https://api.github.com/repos/pstoica/gba-tetris,C,2019-08-30T16:59:58Z
reversed-tetris,A innovative game with unique gameplay written in JavaScript,https://api.github.com/repos/chenghaoc/reversed-tetris,JavaScript,2019-07-15T22:54:32Z
socket-tetris,:video_game: Control a Tetris using Socket.IO,https://api.github.com/repos/matiastucci/socket-tetris,JavaScript,2017-11-15T18:16:17Z
Arduino-Tetris,Implementation of Tetris on Arduino using 8x8 led matrices and max72xx chips,https://api.github.com/repos/SeamusHarte/Arduino-Tetris,,2019-01-08T02:19:52Z
Tetris,,https://api.github.com/repos/TranMinhNguyen/Tetris,Java,2017-03-06T05:06:12Z
tetris-verilog,Verilog Tetris,https://api.github.com/repos/jeremycw/tetris-verilog,Verilog,2019-10-19T21:56:11Z
dart-tetris,,https://api.github.com/repos/tensor-programming/dart-tetris,Dart,2019-09-28T11:15:29Z
go-tetris,Golang Tetris for console window with optional AI,https://api.github.com/repos/MichaelS11/go-tetris,Go,2019-10-16T00:26:35Z
Tetris,Tetris game unfinished,https://api.github.com/repos/saqibsaleem22/Tetris,Java,2019-10-09T11:40:40Z
simple-tetris,Tetris in C using SDL,https://api.github.com/repos/cosarara/simple-tetris,C,2018-10-29T23:07:09Z
arduino-tetris,Tetris for Arduino,https://api.github.com/repos/j0nas/arduino-tetris,Arduino,2018-04-20T01:01:02Z
TetrisToLua,Basic Tetris implemented in ToLua.,https://api.github.com/repos/fvsfvs123/TetrisToLua,C#,2019-09-10T09:43:07Z
Tetris,Tetris Unity Project Game,https://api.github.com/repos/ShockWave2048/Tetris,C#,2018-02-28T11:53:18Z
myTetris,a simple cocos2d tetris game,https://api.github.com/repos/ludi1991/myTetris,C,2014-09-16T10:16:29Z
arduino-tetris,a Tetris game for Arduino and a 32x32 LED matrix panel,https://api.github.com/repos/RomanSixty/arduino-tetris,C++,2019-05-02T20:39:48Z
oberis,Tetris + Obelisk.js with Redux.,https://api.github.com/repos/kuy/oberis,JavaScript,2018-09-25T02:30:56Z
rn-tetris,使用ReactNative开发的俄罗斯方块小游戏，支持Android与iOS。,https://api.github.com/repos/yubo725/rn-tetris,JavaScript,2019-08-05T20:05:06Z
playing-mario-with-deep-reinforcement-learning,An implementation of (Double/Dueling) Deep-Q Learning to play Super Mario Bros.,https://api.github.com/repos/Kautenja/playing-mario-with-deep-reinforcement-learning,Jupyter Notebook,2019-10-08T06:55:57Z
TetrisTeamProject,Tetris: 1st Team Project,https://api.github.com/repos/irrationnelle/TetrisTeamProject,Java,2016-10-11T04:43:54Z
JsTetris,Classic tetris game on javascript,https://api.github.com/repos/moggiozzi/JsTetris,JavaScript,2017-12-30T17:37:22Z
tetrisVI,multiplayer tetris for the g3d2,https://api.github.com/repos/2bt/tetrisVI,C,2016-10-12T21:00:30Z
tetris-class,编程实践 - 网页版小游戏俄罗斯方块（Tetris）开发.,https://api.github.com/repos/typeerrorfeclass/tetris-class,JavaScript,2018-10-27T13:04:12Z
rxjs-tetris,DOM based rxjs tetris,https://api.github.com/repos/bokuweb/rxjs-tetris,TypeScript,2019-04-28T18:33:21Z
reinforcement-tetris,Using reinforcement learning and Keras to learn to play Tetris,https://api.github.com/repos/codekansas/reinforcement-tetris,Python,2019-04-03T23:50:25Z
Nitris,Cross-platform Tetris-like game.,https://api.github.com/repos/Pygmalion69/Nitris,Java,2019-08-29T18:30:20Z
tetris,Тетрис в 100 строк на C#,https://api.github.com/repos/Limpich/tetris,C#,2019-09-30T14:22:02Z
TetrisGame,基于cocos2d-x 2.2.2 的俄罗斯方块,https://api.github.com/repos/irobbin1024/TetrisGame,Objective-C,2017-11-13T14:04:18Z
libtetris,Example of Tetris in Clojure,https://api.github.com/repos/bonega/libtetris,Clojure,2019-05-12T22:21:38Z
Tetris,A C implementation of Tetris using Pennsim through LC4,https://api.github.com/repos/dtrupenn/Tetris,Assembly,2019-07-11T11:33:45Z
tetris-pieces,"A beautiful AI Tetris, playing on your wall!",https://api.github.com/repos/tholman/tetris-pieces,JavaScript,2019-10-17T19:38:20Z
Huntris,Tetris developed with Modern JavaScript and HTML5 Canvas.,https://api.github.com/repos/CoderK/Huntris,JavaScript,2019-10-22T02:13:17Z
simple-clojure-game,A clone of the game Tetris Attack in Clojurescript.,https://api.github.com/repos/jamiely/simple-clojure-game,JavaScript,2018-08-12T02:06:27Z
Nand2Tetris-Games_and_Demos,A collection of my Nand2Tetris (Elements of Computing) games and demos.,https://api.github.com/repos/gav-/Nand2Tetris-Games_and_Demos,Python,2019-10-07T19:52:53Z
Tetris,A java tetris clone based on tetris the grandmaster,https://api.github.com/repos/exal99/Tetris,Java,2019-01-07T11:28:54Z
cs56-games-tetris,-,https://api.github.com/repos/ucsb-cs56-projects/cs56-games-tetris,Java,2017-10-15T23:15:00Z
bootris,Bootsector Tetris Game,https://api.github.com/repos/dbittman/bootris,Assembly,2018-07-12T11:05:47Z
tetris-android,,https://api.github.com/repos/maysam/tetris-android,Java,2013-12-19T13:01:45Z
TetrisHaskellWeekend,A tiny Tetris written in Haskell.,https://api.github.com/repos/mgeorgoulopoulos/TetrisHaskellWeekend,Haskell,2019-07-23T12:54:04Z
SimpleTetris,,https://api.github.com/repos/bingghost/SimpleTetris,Java,2019-10-08T14:57:08Z
Console-Tetris,The classical Tetris game implemented as a C# console application,https://api.github.com/repos/MostafaEissa/Console-Tetris,C#,2019-02-04T14:50:28Z
cocos2djs-tetris,tetris implemented using cocos2d-js,https://api.github.com/repos/ghostincircuit/cocos2djs-tetris,JavaScript,2015-04-29T12:02:26Z
nand2tetris,"Answers to projects 6, 7, and 8 of nand2tetris.",https://api.github.com/repos/rose/nand2tetris,Python,2018-01-14T07:35:31Z
fpga_tetris,:video_game: Tetris game using Verilog HDL and FPGA.,https://api.github.com/repos/NigoroJr/fpga_tetris,Verilog,2019-09-12T13:17:34Z
pyTetris,Tetris for python,https://api.github.com/repos/hrpan/pyTetris,Python,2019-10-08T11:57:01Z
JSPDP,JavaScript Tetris Attack Play it here → http://brandon-lockaby.github.io/JSPDP/,https://api.github.com/repos/brandon-lockaby/JSPDP,JavaScript,2019-04-13T23:40:53Z
TetrisBot,Tetris Bot for tetris battle games,https://api.github.com/repos/natzcam/TetrisBot,Java,2019-10-03T01:13:57Z
PPT-BoardEditor,Board and Queue Editor for Puyo Puyo Tetris,https://api.github.com/repos/mat1jaczyyy/PPT-BoardEditor,C#,2019-08-13T00:52:43Z
pixtris,Tetris with pixi.js,https://api.github.com/repos/ajur/pixtris,JavaScript,2018-01-31T13:34:41Z
mumtris,Tetris in MUMPS (GT.M),https://api.github.com/repos/pkoper/mumtris,Objective-C,2019-04-12T05:59:10Z
polyomino,"Stuff relating to polyominoes, aka Tetris/Blokus pieces.",https://api.github.com/repos/tesseralis/polyomino,Python,2019-09-07T15:24:28Z
tetris-clock,Tetris Clock,https://api.github.com/repos/longlho/tetris-clock,JavaScript,2018-09-26T01:15:58Z
Tetris,This is a Tetris game developed with C ++ and OpenGL,https://api.github.com/repos/FilipeChagasDev/Tetris,C++,2019-09-26T13:54:38Z
Tetris3.0,zespół 4,https://api.github.com/repos/MrozuMC/Tetris3.0,ASP,2017-05-15T14:18:10Z
tetris,A simple tetris game written in JavaScript,https://api.github.com/repos/slavsan/tetris,JavaScript,2017-11-11T21:10:58Z
Tetris-Diagram-Generator,A Tetris diagram generator,https://api.github.com/repos/PetitPrince/Tetris-Diagram-Generator,JavaScript,2013-10-29T23:54:15Z
Tetris-game,It's Tetris game.,https://api.github.com/repos/OOP-PRACTICE/Tetris-game,C++,2016-11-04T13:36:39Z
golang-tetris,A Tetris game written in Go using the faiface/pixel 2D game engine.,https://api.github.com/repos/zkry/golang-tetris,Go,2019-09-06T07:23:59Z
TetrisMina,A fork of the TetrisMina Project ,https://api.github.com/repos/jptiancai/TetrisMina,Java,2019-07-15T07:27:40Z
RustTetris,Tetris Made in Rust and SDL2,https://api.github.com/repos/camccar/RustTetris,Rust,2019-10-26T08:22:14Z
ArduinoTermTetris,Arduino Tetris for Terminals,https://api.github.com/repos/dadecoza/ArduinoTermTetris,Arduino,2016-12-02T03:25:00Z
LED8x16tetris,an 8x16 WS2811 LED tetris game,https://api.github.com/repos/MarginallyClever/LED8x16tetris,Arduino,2018-02-28T14:04:40Z
lambdalumps,Tetris clone with Haskell,https://api.github.com/repos/SolviQorda/lambdalumps,Haskell,2019-07-05T13:56:09Z
nand2tetris,Projects from 'The Elements of Computing Systems',https://api.github.com/repos/benvenutti/nand2tetris,C++,2018-12-15T14:02:45Z
js1k-tetris-analysis,Analysis of the js1k tetris game,https://api.github.com/repos/fjakobs/js1k-tetris-analysis,JavaScript,2014-09-12T03:23:16Z
Flip-Dot-Display,"Flip-Dot display reverse engineering, DIY adapter board, Tetris game.",https://api.github.com/repos/sintech/Flip-Dot-Display,C,2019-10-20T20:24:21Z
nand2tetris,My solutions to the projects in The Elements of Computing Systems,https://api.github.com/repos/jtdowney/nand2tetris,Assembly,2019-09-01T09:41:39Z
tinypc,A miniature gaming PC / laptop,https://api.github.com/repos/PaulKlinger/tinypc,C,2019-10-02T18:28:34Z
TetrisGodot,Simple Tetris game made with Godot,https://api.github.com/repos/yichen0831/TetrisGodot,GDScript,2018-07-09T06:51:20Z
Blocks,A tetris  game for learn cocos2dx,https://api.github.com/repos/hitlolo/Blocks,C++,2018-11-28T04:28:20Z
TETRIS,,https://api.github.com/repos/JavaProjectTetris/TETRIS,Java,2018-12-01T13:37:55Z
tetris_game,테트리스,https://api.github.com/repos/parkseulkee/tetris_game,C++,2019-06-10T03:29:19Z
Cubic-The-Game,Fast-paced puzzle game that combines the quick shape matching of Tetris with addictive multiplayer elements.,https://api.github.com/repos/bwrsandman/Cubic-The-Game,C#,2018-03-25T16:44:02Z
FSharpris,Tetris Clone in F#,https://api.github.com/repos/DieselMeister/FSharpris,F#,2019-06-17T14:28:44Z
nand2tetris,"Курс Nand2Tetris в школе ""Интеллектуал""",https://api.github.com/repos/kharvd/nand2tetris,Python,2018-02-03T13:30:47Z
tetris,,https://api.github.com/repos/paulDop/tetris,Java,2017-12-26T07:49:08Z
ngx-tetris,angular tetris component,https://api.github.com/repos/chrum/ngx-tetris,TypeScript,2019-10-20T16:40:38Z
tetris-terminal-game,Tetris Clone.  Runs in terminal.  Implemented in Python using ncurses library.,https://api.github.com/repos/epai/tetris-terminal-game,Python,2019-04-19T05:27:03Z
taus,Tetris - Actually Useful Statistics,https://api.github.com/repos/ejona86/taus,Assembly,2019-10-27T01:57:49Z
tetran,Tetris-style game written in FORTRAN-95,https://api.github.com/repos/lewisjb/tetran,Fortran,2018-04-04T03:15:04Z
tetris,,https://api.github.com/repos/meshy/tetris,Python,2019-02-03T15:26:35Z
Tetris,Repo for the 2014 GE Case Study,https://api.github.com/repos/abernardi597/Tetris,Java,2017-05-02T18:53:08Z
AngularJS-Tetris,Nominated for Codeproject.com Best Web Dev Article of October 2017,https://api.github.com/repos/TheoKand/AngularJS-Tetris,JavaScript,2019-04-24T15:44:54Z
pytris,Python Tetris for teaching students,https://api.github.com/repos/daehahn/pytris,Python,2019-07-21T05:23:15Z
SFMLTetris,C++ Tetris clone in sfml,https://api.github.com/repos/kmiron/SFMLTetris,HTML,2019-04-26T09:24:57Z
Git-Formation-Tetris,,https://api.github.com/repos/ebouilhol/Git-Formation-Tetris,Java,2015-02-17T16:20:40Z
tetris-react,"Develop classic tetris game in react using hooks, ",https://api.github.com/repos/goodwillsandy/tetris-react,JavaScript,2019-10-02T04:17:19Z
tetris1,Game of tetris in the terminal (implemented in Rust),https://api.github.com/repos/jankes/tetris1,Rust,2017-05-17T04:58:17Z
BeNetTris,BeNetTris is a Tetris client and server.,https://api.github.com/repos/HaikuArchives/BeNetTris,C++,2018-11-18T18:39:06Z
tetris-js,A tetris game in JavaScript.,https://api.github.com/repos/simon-tiger/tetris-js,JavaScript,2019-06-05T03:20:49Z
CMU.16899.HW1,Reinforcement Learning: Cross-Entropy and Reinforce Algorithms applied to Tetris,https://api.github.com/repos/danielribeirosilva/CMU.16899.HW1,Java,2018-03-06T01:42:48Z
3J-class-project,Ecoris -the 3D puzzle game-,https://api.github.com/repos/13J-Programmers/3J-class-project,C#,2019-06-10T17:43:49Z
tetris-ai,Tetris Clone for AI experiments,https://api.github.com/repos/wichtounet/tetris-ai,Java,2018-04-22T01:56:05Z
tetris,Tetris in go,https://api.github.com/repos/c0nrad/tetris,Go,2019-06-13T06:36:57Z
ArduinoTetris,Classic Tetris game running on an Arduino-compatible MicroView.,https://api.github.com/repos/rbirkby/ArduinoTetris,C++,2019-04-18T07:28:58Z
Tetris-Agent,,https://api.github.com/repos/CS32431718SEM1-GP03/Tetris-Agent,Java,2018-04-21T12:08:30Z
Tetris-Battle,single and multiplayer tetris with hold option,https://api.github.com/repos/sharky-jr/Tetris-Battle,Python,2019-05-27T16:47:53Z
NandToTetris,This repository is about Nand to tetris game.This contains various chip or gate files.,https://api.github.com/repos/robustTechie/NandToTetris,,2019-10-18T03:25:35Z
red-tetris,React - Socket.io - Node - Multiplayer Tetris Game,https://api.github.com/repos/cepalle/red-tetris,TypeScript,2019-10-01T15:17:37Z
cc.Tetris,Simple game in ES6 and html5,https://api.github.com/repos/CaptainObjective/cc.Tetris,JavaScript,2019-01-13T22:31:05Z
cletris,A Tetris game written in Common Lisp,https://api.github.com/repos/nlamirault/cletris,Common Lisp,2019-10-07T12:37:28Z
twitter-plays-tetris,Community driven Tetris game played on Twitter,https://api.github.com/repos/dested/twitter-plays-tetris,TypeScript,2018-07-27T16:26:29Z
Tetris.js,▦ A simple tetris with Javascript.,https://api.github.com/repos/umutozel/Tetris.js,,2018-05-31T08:54:22Z
emris,3D TETRIS implementation in C++ (for Emscripten),https://api.github.com/repos/peta-okechan/emris,C++,2019-05-16T10:09:40Z
cuhk-tetris,Tetris,https://api.github.com/repos/coolhongly/cuhk-tetris,Assembly,2017-05-16T10:21:46Z
TetraPlus,Tetris clone with additional features and game modes made using Unity,https://api.github.com/repos/iliamosko/TetraPlus,C#,2019-10-12T00:36:58Z
tetris,"Tetris game built with React.js, Flask & MongoDB",https://api.github.com/repos/mertkahyaoglu/tetris,JavaScript,2019-09-04T12:55:52Z
TetrisPlayer,Java  program that uses a Prolog theory to play Tetris on an emulated gameboy.,https://api.github.com/repos/seanremy/TetrisPlayer,Prolog,2016-12-27T01:40:07Z
ClassBlockGame,Tetris,https://api.github.com/repos/chobocho/ClassBlockGame,Java,2019-04-08T22:57:11Z
CPE-Tetris,tetris,https://api.github.com/repos/guitar01/CPE-Tetris,Java,2016-12-13T19:45:45Z
tetris,tetris,https://api.github.com/repos/guideX/tetris,Visual Basic,2013-12-01T09:55:17Z
AndroidTetris,Create the simple game of Tetris in Android. Video: https://drive.google.com/open?id=0B1dZc_IwjaEhQnJWV2J5SG0yQWM,https://api.github.com/repos/nboneh/AndroidTetris,Java,2017-06-21T09:07:43Z
Python_Tetris,python实现的俄罗斯方块小游戏,https://api.github.com/repos/yooongchun/Python_Tetris,Python,2018-12-10T04:55:14Z
Tetris---Java,,https://api.github.com/repos/JoshuaHernandezMartinez/Tetris---Java,Java,2019-06-28T08:39:54Z
Tetris,"Tetris in F#, dotnet core and MonoGame. Arcade sounds included!",https://api.github.com/repos/ChrisPritchard/Tetris,F#,2019-10-18T20:39:18Z
Tetris,Tetris,https://api.github.com/repos/FourTree/Tetris,Java,2016-05-24T02:47:15Z
Tetris,经典的俄罗斯方块游戏,https://api.github.com/repos/songbaoming/Tetris,C,2019-01-13T07:12:50Z
tetris,tetris,https://api.github.com/repos/binghuan/tetris,JavaScript,2018-09-03T08:09:32Z
IvoTetris,"A Simple Tetris Game, as I learn TypeScript & Angular",https://api.github.com/repos/ivailop7/IvoTetris,TypeScript,2019-09-07T11:39:57Z
tetris-android,"My first awesome game. I write this game, when I was in 9 form :). This game only for android and  game not use libraries, only native java code!",https://api.github.com/repos/v-grishechko/tetris-android,Java,2019-07-09T22:48:08Z
UnityAdaTetris,,https://api.github.com/repos/AdaCore/UnityAdaTetris,Ada,2018-05-10T20:08:39Z
blockpuzzle,A tetris attack clone written in C# with OpenGL through OpenTK,https://api.github.com/repos/mitsuhiko/blockpuzzle,C#,2018-09-02T03:11:34Z
ntust-software-engineering-tetris,,https://api.github.com/repos/leonw774/ntust-software-engineering-tetris,C#,2018-07-26T17:41:14Z
javascript-tetris,,https://api.github.com/repos/stone0090/javascript-tetris,HTML,2018-07-12T16:23:55Z
tetris,A small implementation of Tetris in Haskell,https://api.github.com/repos/melrief/tetris,Haskell,2018-12-27T15:38:47Z
WxTetris,Tetris game done in WxWidgets,https://api.github.com/repos/jesus-ramos/WxTetris,C++,2019-02-07T23:13:41Z
GoTetris,A simple Tetris game written in Go for fun and profit,https://api.github.com/repos/jphalimi/GoTetris,Go,2019-06-13T06:36:40Z
tetris-vhdl,A bare-metal pure hardware implementation of the Tetris game for FPGA,https://api.github.com/repos/primiano/tetris-vhdl,VHDL,2018-04-21T15:25:48Z
tetris,Implementation of Tetris in C.,https://api.github.com/repos/stuqdog/tetris,C,2019-09-18T19:42:03Z
tetris-opengl,Tetris game in OpenGL.,https://api.github.com/repos/xhacker/tetris-opengl,C,2019-05-10T03:22:14Z
tetris,Tetris Devcards experiment,https://api.github.com/repos/maio/tetris,Clojure,2018-04-29T22:01:09Z
Tetris-SDL2,"A minimalist remake of the classic game Tetris using SDL2, now with AI. ",https://api.github.com/repos/anthemEdge/Tetris-SDL2,C++,2019-09-14T19:24:33Z
Spacetris,Yet another Tetris game but this time written in .NET Core and SFML,https://api.github.com/repos/kubagdynia/Spacetris,C#,2019-08-04T03:07:34Z
esp32_ST7735_Tetris,Tetris on esp32 and ST7735,https://api.github.com/repos/MhageGH/esp32_ST7735_Tetris,Objective-C,2019-03-14T17:18:27Z
gbatris,Tetris for the GameBoy Advance,https://api.github.com/repos/jtsiomb/gbatris,C,2019-05-06T21:32:15Z
PPT-Tools,Various tools for Puyo Puyo Tetris.,https://api.github.com/repos/mat1jaczyyy/PPT-Tools,C#,2019-08-12T20:35:46Z
Tetris,Tetris built with React & Redux.,https://api.github.com/repos/wemmaling/Tetris,JavaScript,2019-02-19T11:44:59Z
tetris-qt,Tetris clone in QT 5!!! Requires QT5 and QMake,https://api.github.com/repos/ioanmoldovan/tetris-qt,C++,2019-06-16T14:16:23Z
geneural.net,Genetic algorithm to solve 3D Tetris.,https://api.github.com/repos/shaynair/geneural.net,JavaScript,2019-03-09T11:32:18Z
Tetris-AI,My implementation of a Tetris AI,https://api.github.com/repos/KeithMcPherson/Tetris-AI,C,2018-07-26T04:16:03Z
lspi-tetris-agent,Tetris Agent coded using the LSPI reinforcement learning algorithm,https://api.github.com/repos/shawntan/lspi-tetris-agent,Java,2019-04-02T08:08:03Z
tinytris,Tetris in 256 bytes! (251 even ;)),https://api.github.com/repos/pellsson/tinytris,Assembly,2019-01-13T23:19:20Z
jstetris,JS Tetris is a browser based clone of one of the greatest puzzle video games of all time,https://api.github.com/repos/cztomczak/jstetris,JavaScript,2019-07-30T16:27:39Z
Tetris-Reinforcement-Learning-with-Python3-keras,Python3와 keras로 만드는 테트리스 강화학습 프로젝트입니다.,https://api.github.com/repos/lyzqm123/Tetris-Reinforcement-Learning-with-Python3-keras,Python,2019-04-10T16:46:13Z
toothris,Smooth open-source Tetris clone with a few surprises.,https://api.github.com/repos/toothris/toothris,Python,2018-06-05T01:41:35Z
lktris,Play Tetris in your phone's bootloader mode,https://api.github.com/repos/M1cha/lktris,C,2019-08-07T11:30:00Z
TetrisProject,,https://api.github.com/repos/hiroya8649/TetrisProject,C#,2017-12-20T13:31:35Z
httptris,tetris in the browser using ONLY basic html,https://api.github.com/repos/mafintosh/httptris,JavaScript,2019-05-31T00:47:09Z
TetrisRemote,A little experiment using websockets : play HTML5 tetris using your mobile phone as a remote control,https://api.github.com/repos/leoht/TetrisRemote,PHP,2014-05-24T06:12:08Z
sfinder-cpp,Tetris: Implement my solution-finder in C++,https://api.github.com/repos/knewjade/sfinder-cpp,C++,2019-10-26T07:15:15Z
tetris-cpp,Standard Tetris in 3D using SDL and OpenGL written in C++,https://api.github.com/repos/matachi/tetris-cpp,C++,2019-08-30T17:00:03Z
Tetris,Making a Tetris Game / AI for CF challenge,https://api.github.com/repos/Ludisposed/Tetris,Python,2019-07-16T08:25:13Z
TETRIS,俄罗斯方块demo,https://api.github.com/repos/suidongyang/TETRIS,Objective-C,2019-07-17T02:36:02Z
Java_Tetris_Game,"(포트폴리오) 자바 스윙, 멀티 스레드를 이용하여 만든 테트리스 게임",https://api.github.com/repos/Green037/Java_Tetris_Game,Java,2019-05-30T03:29:21Z
tetris-lua,"A Tetris game implemented with love2d framework, in Lua.",https://api.github.com/repos/wolfgangjiang/tetris-lua,Lua,2019-03-12T18:05:40Z
make-block-reloaded,Code for https://shop.heise.de/katalog/make-block-reloaded,https://api.github.com/repos/harbaum/make-block-reloaded,C++,2019-01-17T09:45:27Z
nand2tetris,nand2tetris,https://api.github.com/repos/2017-SDCT-group1/nand2tetris,HTML,2017-06-26T16:29:52Z
unity-project,tetris 2,https://api.github.com/repos/khs-unity-project/unity-project,C#,2019-03-27T14:59:14Z
tetris,tetris clone!,https://api.github.com/repos/ttocs7/tetris,C#,2019-01-10T02:30:49Z
consoletetris,tetris game in console,https://api.github.com/repos/RedXBeard/consoletetris,Python,2018-07-18T07:24:40Z
nand2tetris,Elements of Computing Systems,https://api.github.com/repos/alexnhan/nand2tetris,C++,2019-04-13T07:46:14Z
ocaml-tetris,Small tetris implementation using OCaml and Allegro,https://api.github.com/repos/martindemello/ocaml-tetris,OCaml,2019-01-14T12:32:53Z
CubicTetris,A 3D Tetris Game in Unity,https://api.github.com/repos/CaviarChen/CubicTetris,C#,2019-09-27T13:22:22Z
tetris-rl,Q-Learning to play Tetris,https://api.github.com/repos/awiss/tetris-rl,Python,2019-05-18T02:20:01Z
it-duel-2016,IT duel 2016 at Anadea inc. Tetris!,https://api.github.com/repos/stokarenko/it-duel-2016,Ruby,2017-09-22T16:40:34Z
tetris-writeup,A place to draft the answers for the tetris PPCG challenge,https://api.github.com/repos/QuestForTetris/tetris-writeup,,2019-09-02T18:45:12Z
tetrisanalyzer,Tetris AI engine,https://api.github.com/repos/tengstrand/tetrisanalyzer,Java,2015-02-27T18:54:09Z
tetris,,https://api.github.com/repos/liammclennan/tetris,JavaScript,2017-11-07T02:33:39Z
intris,Yet another Tetris game.,https://api.github.com/repos/intris/intris,JavaScript,2017-04-01T00:41:48Z
substrate-tetris,Tetris built on Substrate,https://api.github.com/repos/tomaka/substrate-tetris,Rust,2019-07-13T16:25:58Z
retris,Emacs NES Tetris clone,https://api.github.com/repos/wasamasa/retris,Emacs Lisp,2018-12-11T18:33:11Z
tetris,Tetris,https://api.github.com/repos/berk76/tetris,C,2019-09-15T19:24:42Z
gnagy87,,https://api.github.com/repos/green-fox-academy/gnagy87,Java,2019-09-18T14:45:36Z
Tetris,pygame tetris,https://api.github.com/repos/DrDrei/Tetris,Python,2017-05-23T02:00:58Z
